iter	Passed	Remaining
601	641353	956702
602	644513	958753
603	647604	960684
604	650804	962759
605	650993	960376
606	654360	962674
607	654449	960145
608	657843	962460
609	658090	960164
610	658255	957756
611	658351	955255
612	658487	952819
613	658703	950506
614	659103	948465
615	663457	952104
616	669091	957549
617	669230	955115
618	669501	952876
619	669634	950448
620	669863	948164
621	673305	950421
622	673337	947860
623	673381	945323
624	673528	942940
625	674088	941139
626	674236	938768
627	676889	939884
628	680024	941655
629	680192	939313
630	680267	936850
631	680348	934402
632	683331	935937
633	683363	933426
634	686505	935161
635	686595	932733
636	689803	934538
637	692837	936091
638	693224	934062
639	693745	932220
640	693793	929747
641	695304	929238
642	695334	926752
643	695589	924571
644	695661	922155
645	695766	919789
646	695818	917361
647	695900	914979
648	695943	912554
649	696082	910261
650	699413	912138
651	699443	909705
652	699473	907280
653	702731	909038
654	703281	907286
655	703574	905209
656	703823	903079
657	706613	904208
658	709795	905823
659	713002	907457
660	714281	906629
661	714355	904275
662	716878	905019
663	718231	904279
664	721494	905936
665	721584	903605
666	724857	905256
667	725422	903520
668	725463	901136
669	725497	898750
670	725569	896418
671	725602	894045
672	725653	891702
673	725706	889367
674	725746	887023
675	727142	886339
676	731589	889362
677	731625	887015
678	732187	885310
679	735229	886600
680	735284	884285
681	735542	882220
682	735574	879889
683	735599	877557
684	736129	875832
685	737440	875038
686	738820	874324
687	739070	872275
688	739103	869974
689	740381	869143
690	740519	866976
691	740754	864927
692	740781	862641
693	743592	863595
694	743622	861317
695	743656	859050
696	743691	856792
697	743729	854543
698	745005	853718
699	747714	854530
700	750655	855597
701	753465	856503
702	753542	854300
703	756572	855443
704	758078	854854
705	758132	852630
706	758914	851229
707	759312	849399
708	760062	847968
709	760231	845891
710	763781	847571
711	763816	845347
712	763850	843127
713	763888	840919
714	766823	841897
715	769901	843020
716	769967	840843
717	770247	838904
718	770886	837360
719	774057	838562
720	774362	836655
721	774450	834518
722	774716	832579
723	778088	833972
724	778255	831928
725	778413	829879
726	782006	831486
727	782563	829861
728	785219	830458
729	785291	828321
730	787942	828902
731	787972	826725
732	789190	825796
733	789434	823851
734	789503	821728
735	792318	822461
736	795252	823307
737	795285	821148
738	796597	820312
739	799400	821006
740	799874	819304
741	799901	817150
742	802743	817869
743	802774	815722
744	802802	813578
745	805652	814292
746	805693	812164
747	805726	810034
748	808790	810949
749	808820	808820
750	812000	809838
751	812081	807762
752	815837	809336
753	819352	810658
754	820992	810118
755	821463	808424
756	821580	806386
757	825717	808288
758	831421	811704
759	835405	813420
760	838890	814639
761	842818	816273
762	842917	814194
763	844511	813560
764	844669	811544
765	844772	809481
766	845201	807735
767	845349	805723
768	849193	807230
769	853099	808782
770	856638	809972
771	860357	811321
772	863827	812422
773	867343	813554
774	867434	811470
775	871127	812752
776	871237	810687
777	874778	811812
778	878848	813414
779	882564	814675
780	882701	812627
781	883022	810754
782	886802	812053
783	890215	813002
784	893489	813815
785	893642	811781
786	897204	812841
787	900914	814024
788	904345	814942
789	904957	813315
790	905170	811334
791	905283	809268
792	905476	807278
793	908789	808067
794	912343	809059
795	916016	810144
796	920226	811693
797	920797	810025
798	920838	807894
799	920979	805857
800	921013	803730
801	924157	804316
802	927668	805211
803	931150	806070
804	931218	803971
805	934368	804530
806	937372	804955
807	937480	802891
808	940878	803642
809	940917	801522
810	942245	800502
811	942279	798384
812	942360	796312
813	946112	797338
814	946253	795316
815	946382	793291
816	946425	791197
817	946782	789371
818	948000	788264
819	948474	786539
820	948832	784722
821	948940	782703
822	952673	783669
823	954074	782711
824	954343	780826
825	957400	781219
826	957429	779141
827	957499	777101
828	960598	777517
829	964177	778312
830	967638	779001
831	967667	776925
832	967721	774874
833	967750	772808
834	970791	773145
835	971054	771267
836	971099	769221
837	973880	769342
838	976899	769642
839	978277	768646
840	978786	766968
841	978818	764920
842	979333	763252
843	979834	761577
844	979875	759548
845	979905	757515
846	979933	755485
847	982777	755625
848	982818	753609
849	982857	751596
850	982893	749586
851	983012	747642
852	986343	748140
853	986613	746314
854	989807	746697
855	989845	744696
856	993283	745252
857	993394	743309
858	996407	743536
859	999323	743682
860	1002287	743857
861	1002500	741989
862	1002628	740062
863	1003272	738520
864	1003419	736614
865	1003496	734661
866	1003527	732679
867	1006124	732569
868	1006182	730611
869	1006257	728669
870	1006538	726880
871	1009593	727092
872	1012841	727436
873	1016167	727827
874	1019051	727893
875	1019092	725929
876	1019132	723967
877	1022055	724053
878	1022097	722095
879	1022257	720227
880	1025452	720493
881	1025771	718738
882	1028541	718697
883	1028580	716748
884	1031528	716825
885	1034552	716947
886	1038241	717521
887	1038269	715564
888	1038300	713612
889	1038351	711678
890	1041310	711737
891	1044032	711627
892	1044174	709757
893	1044301	707882
894	1044453	706027
895	1046441	705413
896	1046752	703669
897	1050312	704107
898	1053207	704090
899	1053246	702164
900	1056071	702094
901	1057309	700965
902	1058762	699979
903	1061526	699855
904	1062037	698245
905	1062071	696325
906	1065852	696858
907	1066035	695036
908	1069156	695128
909	1069208	693222
910	1072072	693140
911	1072725	691625
912	1075868	691713
913	1075904	689803
914	1078896	689786
915	1079072	687967
916	1079584	686366
917	1082498	686289
918	1082537	684389
919	1085288	684203
920	1085366	682331
921	1085405	680438
922	1088377	680383
923	1091433	680374
924	1094297	680238
925	1094555	678482
926	1094595	676594
927	1097574	676522
928	1100274	676271
929	1100327	674394
930	1100812	672784
931	1103691	672636
932	1103723	670751
933	1106552	670566
934	1106585	668685
935	1107069	667080
936	1107105	665208
937	1107355	663468
938	1109985	663154
939	1112506	662769
940	1112779	661045
941	1112905	659236
942	1115633	658969
943	1118927	659029
944	1122067	658992
945	1124835	658730
946	1124908	656889
947	1125154	655153
948	1125185	653295
949	1126372	652110
950	1126424	650270
951	1126450	648418
952	1126520	646596
953	1128984	646148
954	1131764	645875
955	1134605	645633
956	1135077	644040
957	1135112	642203
958	1137762	641845
959	1140358	641451
960	1142929	641039
961	1143012	639231
962	1143081	637419
963	1145978	637183
964	1148756	636875
965	1151382	636478
966	1154283	636228
967	1154763	634642
968	1155891	633414
969	1158689	633098
970	1159147	631502
971	1161925	631169
972	1162014	629374
973	1164964	629128
974	1165000	627307
975	1165469	625723
976	1168212	625358
977	1168269	623554
978	1170758	623049
979	1173398	622619
980	1176156	622248
981	1178731	621774
982	1181492	621395
983	1184157	620960
984	1186858	620540
985	1189505	620087
986	1192256	619683
987	1194994	619268
988	1195033	617454
989	1195329	615775
990	1198058	615349
991	1200923	614989
992	1200964	613181
993	1201227	611490
994	1201352	609731
995	1204624	609568
996	1207616	609258
997	1207670	607465
998	1210500	607067
999	1213181	606590
1000	1215646	606001
1001	1218558	605630
1002	1221238	605140
1003	1221271	603337
1004	1223973	602852
1005	1224002	601051
1006	1224030	599252
1007	1226669	598731
1008	1226911	597040
1009	1229353	596419
1010	1232245	596011
1011	1234769	595422
1012	1237712	595030
1013	1240607	594610
1014	1243194	594038
1015	1245724	593435
1016	1246085	591798
1017	1246121	590010
1018	1249000	589567
1019	1251880	589120
1020	1254674	588628
1021	1254809	586887
1022	1254913	585135
1023	1254965	583363
1024	1257976	582964
1025	1259209	581740
1026	1259749	580196
1027	1262635	579731
1028	1265731	579357
1029	1268922	579023
1030	1268958	577246
1031	1272206	576930
1032	1275484	576622
1033	1278325	576111
1034	1281425	575713
1035	1284292	575204
1036	1284328	573427
1037	1287679	573129
1038	1290943	572786
1039	1294251	572457
1040	1297872	572260
1041	1301292	571969
1042	1305239	571902
1043	1308812	571665
1044	1312544	571490
1045	1312613	569719
1046	1315468	569156
1047	1318491	568662
1048	1321208	568031
1049	1324395	567598
1050	1327606	567169
1051	1330474	566589
1052	1333474	566061
1053	1336315	565461
1054	1339088	564828
1055	1341694	564121
1056	1344737	563593
1057	1348550	563383
1058	1351420	562772
1059	1354819	562377
1060	1357877	561836
1061	1357929	560049
1062	1361021	559516
1063	1364259	559038
1064	1367301	558475
1065	1370018	557774
1066	1370051	555981
1067	1372787	555284
1068	1375319	554502
1069	1378258	553879
1070	1381101	553214
1071	1383979	552558
1072	1384305	550883
1073	1387501	550349
1074	1387630	548597
1075	1390724	548017
1076	1394170	547571
1077	1397640	547128
1078	1401582	546863
1079	1405395	546542
1080	1409422	546298
1081	1414038	546273
1082	1417738	545888
1083	1421024	545337
1084	1423907	544628
1085	1426844	543935
1086	1429723	543216
1087	1429765	541418
1088	1432796	540752
1089	1435822	540080
1090	1435859	538282
1091	1439091	537682
1092	1442286	537063
1093	1445127	536308
1094	1448188	535631
1095	1448229	533836
1096	1451378	533186
1097	1454909	532671
1098	1458802	532283
1099	1462254	531728
1100	1465212	530989
1101	1468162	530243
1102	1470932	529429
1103	1474027	528727
1104	1477177	528040
1105	1479962	527220
1106	1483500	526662
1107	1487365	526215
1108	1490789	525607
1109	1494212	524993
1110	1497465	524315
1111	1497517	522515
1112	1500842	521856
1113	1504479	521300
1114	1507826	520639
1115	1511068	519937
1116	1514592	519327
1117	1518077	518698
1118	1521551	518061
1119	1525058	517430
1120	1528541	516786
1121	1531670	516017
1122	1535250	515395
1123	1538541	514672
1124	1541795	513931
1125	1545349	513286
1126	1548835	512613
1127	1552082	511856
1128	1555481	511145
1129	1558659	510357
1130	1562277	509708
1131	1565630	508968
1132	1568723	508139
1133	1571762	507288
1134	1574831	506443
1135	1577797	505561
1136	1580990	504749
1137	1583865	503830
1138	1586849	502943
1139	1589767	502031
1140	1592770	501143
1141	1595514	500170
1142	1598501	499269
1143	1602143	498569
1144	1602260	496770
1145	1606667	496300
1146	1609727	495408
1147	1613140	494621
1148	1616436	493794
1149	1619908	493015
1150	1623595	492297
1151	1626798	491428
1152	1629734	490475
1153	1632999	489616
1154	1636398	488794
1155	1639393	487847
1156	1646511	488118
1157	1651856	487853
1158	1657857	487773
1159	1661615	487025
1160	1664728	486083
1161	1667843	485138
1162	1672366	484598
1163	1676136	483833
1164	1679099	482831
1165	1682190	481862
1166	1685515	480956
1167	1689000	480092
1168	1692275	479164
1169	1695245	478146
1170	1698492	477202
1171	1702009	476330
1172	1705441	475429
1173	1708651	474463
1174	1712696	473724
1175	1716114	472807
1176	1719597	471903
1177	1723990	471243
1178	1727801	470419
1179	1731447	469545
1180	1734844	468598
1181	1739108	467882
1182	1742583	466947
1183	1746266	466064
1184	1749581	465078
1185	1752988	464113
1186	1753069	462266
1187	1756411	461279
1188	1759718	460279
1189	1762915	459247
1190	1766197	458232
1191	1769536	457229
1192	1772847	456214
1193	1776334	455241
1194	1779742	454243
1195	1782925	453185
1196	1786158	452135
1197	1789912	451213
1198	1793533	450253
1199	1796813	449203
1200	1800369	448218
1201	1803655	447162
1202	1806790	446065
1203	1810042	444993
1204	1813189	443892
1205	1813515	442100
1206	1816936	441062
1207	1820857	440140
1208	1824236	439084
1209	1827767	438059
1210	1830951	436948
1211	1834321	435878
1212	1837676	434800
1213	1840959	433702
1214	1844167	432582
1215	1847344	431452
1216	1850654	430349
1217	1854077	429269
1218	1857307	428140
1219	1860821	427073
1220	1864301	425995
1221	1867809	424918
1222	1871060	423780
1223	1874451	422670
1224	1877808	421548
1225	1880942	420373
1226	1884345	419255
1227	1887564	418092
1228	1890890	416949
1229	1894454	415855
1230	1897712	414691
1231	1900748	413474
1232	1904516	412413
1233	1907498	411178
1234	1910861	410022
1235	1914857	408998
1236	1917998	407787
1237	1921374	406623
1238	1924364	405374
1239	1928592	404382
1240	1928664	402517
1241	1932013	401336
1242	1935300	400138
1243	1938947	399011
1244	1942386	397838
1245	1946514	396801
1246	1949938	395617
1247	1953956	394548
1248	1958345	393550
1249	1962460	392492
1250	1968147	391741
1251	1970983	390418
1252	1973466	389023
1253	1975982	387632
1254	1978701	386280
1255	1981200	384882
1256	1983923	383527
1257	1986435	382128
1258	1989183	380772
1259	1991968	379422
1260	1994561	378033
1261	1997092	376630
1262	1999857	375270
1263	2002655	373913
1264	2005402	372545
1265	2007953	371138
1266	2010534	369735
1267	2013088	368325
1268	2015634	366912
1269	2018475	365550
1270	2020979	364126
1271	2023684	362735
1272	2026324	361332
1273	2028825	359901
1274	2031254	358456
1275	2033957	357058
1276	2036662	355658
1277	2039385	354259
1278	2042048	352848
1279	2044699	351432
1280	2047409	350025
1281	2050011	348597
1282	2052500	347149
1283	2055214	345736
1284	2057666	344278
1285	2060335	342855
1286	2063011	341430
1287	2065422	339960
1288	2068127	338537
1289	2070925	337127
1290	2073558	335688
1291	2076237	334254
1292	2078940	332823
1293	2081584	331380
1294	2083922	329887
1295	2086332	328404
1296	2089068	326970
1297	2091588	325501
1298	2094204	324045
1299	2096696	322568
1300	2099137	321082
1301	2101837	319634
1302	2104299	318148
1303	2107074	316707
1304	2109584	315225
1305	2112199	313756
1306	2114701	312270
1307	2117450	310818
1308	2120212	309366
1309	2122752	307880
1310	2125603	306437
1311	2128380	304981
1312	2131206	303530
1313	2133876	302055
1314	2136650	300593
1315	2139513	299141
1316	2142221	297666
1317	2145086	296210
1318	2147877	294742
1319	2150620	293266
1320	2153364	291788
1321	2156149	290313
1322	2158954	288839
1323	2161908	287383
1324	2164476	285874
1325	2167019	284360
1326	2169721	282864
1327	2172401	281365
1328	2174877	279837
1329	2177597	278339
1330	2180067	276807
1331	2182923	275323
1332	2185676	273824
1333	2188435	272324
1334	2191159	270817
1335	2193958	269318
1336	2196449	267779
1337	2199381	266292
1338	2202123	264781
1339	2204610	263237
1340	2207305	261716
1341	2210238	260221
1342	2212994	258704
1343	2215756	257186
1344	2218338	255644
1345	2221134	254126
1346	2223865	252599
1347	2226328	251040
1348	2228988	249501
1349	2231696	247966
1350	2234515	246441
1351	2237258	244906
1352	2239942	243364
1353	2242645	241821
1354	2245769	240322
1355	2248564	238785
1356	2251298	237240
1357	2254156	235707
1358	2256904	234160
1359	2259608	232606
1360	2262335	231054
1361	2265044	229497
1362	2267834	227948
1363	2270404	226374
1364	2272910	224793
1365	2275774	223245
1366	2278690	221701
1367	2281366	220131
1368	2284129	218568
1369	2286834	216998
1370	2289506	215424
1371	2292089	213839
1372	2294932	212277
1373	2297542	210691
1374	2300177	209107
1375	2302798	207519
1376	2305768	205961
1377	2308402	204372
1378	2310975	202775
1379	2313658	201187
1380	2316247	199589
1381	2318736	197981
1382	2321243	196374
1383	2324007	194786
1384	2326738	193194
1385	2329541	191607
1386	2332178	190004
1387	2334902	188407
1388	2337529	186800
1389	2340339	185206
1390	2343125	183609
1391	2345703	181994
1392	2348463	180391
1393	2351021	178772
1394	2353624	177154
1395	2356237	175536
1396	2359060	173932
1397	2361551	172302
1398	2364358	170693
1399	2367254	169089
1400	2369972	167471
1401	2372574	165843
1402	2375342	164225
1403	2378058	162602
1404	2380767	160977
1405	2383312	159339
1406	2385782	157695
1407	2388452	156063
1408	2391066	154426
1409	2393748	152792
1410	2396197	151142
1411	2398726	149495
1412	2401170	147842
1413	2403847	146202
1414	2406330	144549
1415	2409067	142910
1416	2411778	141268
1417	2414569	139629
1418	2417081	137972
1419	2419566	136313
1420	2422072	134654
1421	2424880	133010
1422	2427593	131359
1423	2430118	129697
1424	2432630	128033
1425	2435297	126375
1426	2438026	124720
1427	2440490	123049
1428	2443269	121394
1429	2445856	119727
1430	2448492	118061
1431	2451279	116401
1432	2453989	114736
1433	2456692	113069
1434	2459339	111398
1435	2462192	109735
1436	2464904	108064
1437	2467761	106398
1438	2470628	104731
1439	2473385	103057
1440	2476072	101379
1441	2478603	99694
1442	2481087	98005
1443	2483867	96327
1444	2486626	94646
1445	2489121	92954
1446	2491818	91269
1447	2494358	89576
1448	2497110	87890
1449	2499782	86199
1450	2502454	84507
1451	2505206	82816
1452	2507662	81115
1453	2510333	79419
1454	2513203	77727
1455	2515753	76025
1456	2518432	74325
1457	2520905	72618
1458	2523313	70908
1459	2525973	69204
1460	2528660	67500
1461	2531307	65793
1462	2533778	64080
1463	2536183	62365
1464	2538647	60650
1465	2541135	58934
1466	2544068	57228
1467	2546677	55513
1468	2549452	53800
1469	2552187	52085
1470	2554765	50365
1471	2557329	48644
1472	2560141	46927
1473	2562662	45202
1474	2565290	43479
1475	2568031	41756
1476	2570777	40032
1477	2573275	38303
1478	2576140	36578
1479	2578900	34850
1480	2581458	33117
1481	2584375	31389
1482	2587169	29657
1483	2589906	27923
1484	2592452	26186
1485	2595215	24450
1486	2597838	22711
1487	2600254	20969
1488	2602911	19229
1489	2605266	17485
1490	2607668	15740
1491	2610102	13995
1492	2612660	12249
1493	2615331	10503
1494	2618100	8756
1495	2620746	7007
1496	2623255	5257
1497	2625759	3505
1498	2628489	1753
1499	2630934	0
