iter	Logloss
188	0.378718864
189	0.3785255297
190	0.3783639206
191	0.3782251446
192	0.3781171781
193	0.3780392666
194	0.3779295118
195	0.3777652728
196	0.3776736239
197	0.3776022172
198	0.3775010956
199	0.3773501241
200	0.3771606798
201	0.3770656827
202	0.3770017763
203	0.3768694379
204	0.3767167479
205	0.3765852224
206	0.376526784
207	0.3764108631
208	0.3762868883
209	0.376167874
210	0.3760307622
211	0.3759376198
212	0.3758071121
213	0.3757392998
214	0.3756275749
215	0.3755354673
216	0.3754540088
217	0.3753454891
218	0.3751678856
219	0.3750799862
220	0.3750364663
221	0.3748950469
222	0.3747683352
223	0.3746383778
224	0.3745636382
225	0.3743961653
226	0.3742531154
227	0.3741900222
228	0.374108786
229	0.3739876248
230	0.373905102
231	0.3737904957
232	0.3736719021
233	0.3734837625
234	0.3734168994
235	0.3733693697
236	0.3733398258
237	0.3732550531
238	0.3731163569
239	0.3730173669
240	0.3729235327
241	0.3728781872
242	0.3727814832
243	0.3726255764
244	0.3725658857
245	0.372506338
246	0.3724696635
247	0.3723808168
248	0.3723168084
249	0.3721859079
250	0.3721209542
251	0.3720427922
252	0.3719412367
253	0.3718496964
254	0.3717808833
255	0.3717528898
256	0.3716563641
257	0.3716381035
258	0.3715735451
259	0.3714539017
260	0.3713336703
261	0.3712841699
262	0.3712170575
263	0.3710976188
264	0.3710471213
265	0.3709878018
266	0.3709509065
267	0.3709201458
268	0.3708502547
269	0.3708263378
270	0.3707665413
271	0.3706704413
272	0.3705920487
273	0.3705462382
274	0.3704627625
275	0.3704143208
276	0.370321358
277	0.3702575521
278	0.3702124051
279	0.3701660207
280	0.370066739
281	0.3700178013
282	0.3699692147
283	0.3699291339
284	0.369887786
285	0.3698254377
286	0.3697983082
287	0.3697836791
288	0.3697277627
289	0.3697058484
290	0.3696592706
291	0.3695945643
292	0.369546377
293	0.3694510966
294	0.3694371843
295	0.3693349653
296	0.3692911388
297	0.3692670489
298	0.3692501386
299	0.369236098
300	0.3692142247
301	0.3691832244
302	0.3691398381
303	0.3691049043
304	0.3690398298
305	0.3689767634
306	0.368950989
307	0.3689066308
308	0.3689009585
309	0.3688555339
310	0.3687748557
311	0.3686958283
312	0.3686300011
313	0.3686032031
314	0.3685925952
315	0.3685418809
316	0.3685208283
317	0.3684953276
318	0.3684853156
319	0.3684324644
320	0.3684037595
321	0.3683553519
322	0.3683011666
323	0.3682756653
324	0.3682137488
325	0.3681569269
326	0.368120168
327	0.3681061798
328	0.3680899669
329	0.3680705402
330	0.3679897467
331	0.3679236425
332	0.3678885068
333	0.367813849
334	0.3677895002
335	0.3677673053
336	0.3677184778
337	0.3676963454
338	0.3676811522
339	0.3676621034
340	0.3676014188
341	0.3675785419
342	0.3675607132
343	0.3675460294
344	0.3674575714
345	0.3674115123
346	0.3673757738
347	0.3673123226
348	0.3672706796
349	0.3672412647
350	0.3672039961
351	0.3671751886
352	0.3671430628
353	0.3671344903
354	0.3670352622
355	0.3670270432
356	0.3669588313
357	0.366911442
358	0.3668745441
359	0.3667948543
360	0.3667558693
361	0.3667159065
362	0.3667023779
363	0.3666741414
364	0.366649681
365	0.3665629339
366	0.3665502159
367	0.3664774414
368	0.3664675118
369	0.366446694
370	0.366390282
371	0.3663692599
372	0.3663160628
373	0.3662577543
374	0.3662204737
375	0.3661868143
376	0.3661172125
377	0.3660681491
378	0.3660498735
379	0.3660039086
380	0.3659977296
381	0.3659690642
382	0.3659249008
383	0.3658777646
384	0.3658057198
385	0.3657668749
386	0.3657017464
387	0.365653966
388	0.3655968611
389	0.3655782695
390	0.3655744754
391	0.3655446655
392	0.3655330897
393	0.3654902794
394	0.3654557734
395	0.3654052026
396	0.3653770294
397	0.3653016782
398	0.3652567411
399	0.365241708
400	0.3652290246
401	0.3651685515
402	0.3651610034
403	0.3651203019
404	0.3650846124
405	0.3649982125
406	0.3649922374
407	0.3649328579
408	0.36492215
409	0.3649108703
410	0.3648857433
411	0.364837193
412	0.364791946
413	0.3647086333
414	0.3646595106
415	0.3646305338
416	0.3646113036
417	0.3645704711
418	0.3645401599
419	0.3644909394
420	0.3644784572
421	0.364452221
422	0.3644080225
423	0.3643906162
424	0.3643678031
425	0.3643068771
426	0.3642630278
427	0.3642564839
428	0.3642396694
429	0.3641986487
430	0.3641778224
431	0.3641509322
432	0.3641171398
433	0.3640827241
434	0.364051162
435	0.3640421672
436	0.3640127426
437	0.3640109377
438	0.363949047
439	0.3638737687
440	0.3638202812
441	0.3637954803
442	0.3637436322
443	0.3637196751
444	0.3637041607
445	0.3636777344
446	0.3636449646
447	0.3635983897
448	0.3635428804
449	0.3634825017
450	0.3634611527
451	0.3634171585
452	0.3634158666
453	0.3634116241
454	0.3633827863
455	0.363309659
456	0.3632886881
457	0.3632817314
458	0.3632732699
459	0.3632517795
460	0.363225379
461	0.3632134447
462	0.3631840258
463	0.3631341394
464	0.3631034249
465	0.3630657743
466	0.3630245183
467	0.3630210015
468	0.3629913963
469	0.3629683331
470	0.3629670598
471	0.3629615464
472	0.3629511583
473	0.3629400367
474	0.3629098055
475	0.3628969931
476	0.362868994
477	0.3628242713
478	0.3628210284
479	0.3628160018
480	0.3627686702
481	0.3627582513
482	0.3627083674
483	0.3626966308
484	0.3626789478
485	0.3626657084
486	0.3626641716
487	0.3626502601
488	0.3626363418
489	0.3625623769
490	0.3625617299
491	0.3625601791
492	0.3625458299
493	0.3625436243
494	0.362511675
495	0.3625069995
496	0.36250511
497	0.3624763701
498	0.3624507489
499	0.3624474183
500	0.3624467487
501	0.3624210155
502	0.3623761296
503	0.3623737771
504	0.3623312556
505	0.3622684087
506	0.3622391113
507	0.3622056291
508	0.362189734
509	0.362157403
510	0.362152809
511	0.3620728244
512	0.3620429613
513	0.3620184069
514	0.3619483139
515	0.3619450575
516	0.3618849585
517	0.361859299
518	0.3618476863
519	0.361766485
520	0.3617253766
521	0.3617127092
522	0.3617047134
523	0.3617047101
524	0.3616776075
525	0.361630598
526	0.3615957201
527	0.3615908156
528	0.3615647252
529	0.3615647234
530	0.3614811751
531	0.3614749524
532	0.36146287
533	0.3614279594
534	0.3613670067
535	0.3613537407
536	0.361335266
537	0.3613339476
538	0.3613294819
539	0.3613282238
540	0.3612987774
541	0.3612827506
542	0.3612552627
543	0.3612369954
544	0.3612360338
545	0.3612354225
546	0.3611974987
547	0.3611757806
548	0.3611486659
549	0.3611357142
550	0.3611146752
551	0.3610741183
552	0.3610594752
553	0.3610545553
554	0.3610509199
555	0.3609960384
556	0.3609960383
557	0.3609161334
558	0.3608644775
559	0.3608605948
560	0.3608569686
561	0.3608377011
562	0.3607791281
563	0.360765044
564	0.3607081022
565	0.3607046099
566	0.3606799899
567	0.3606403046
568	0.3606059802
569	0.3606027944
570	0.3605994237
571	0.3605840639
572	0.3605616693
573	0.3605303218
574	0.3604907931
575	0.360480129
576	0.3604480116
577	0.360420805
578	0.3604198318
579	0.3604064931
580	0.3603975191
581	0.3603437173
582	0.3603437147
583	0.3603293157
584	0.3603248323
585	0.3603191009
586	0.3603178252
587	0.3603167752
588	0.3602839968
589	0.3602748406
590	0.3602433179
591	0.3602429841
592	0.3602170794
593	0.3601774955
594	0.360167385
595	0.3601352429
596	0.3601201964
597	0.3600974675
598	0.3600724506
599	0.3600710593
600	0.360054226
601	0.3600196392
602	0.359969396
603	0.3599533557
604	0.3599217587
605	0.3599134692
606	0.359899422
607	0.3598837917
608	0.3598631728
609	0.3597923481
610	0.3597836367
611	0.3597732368
612	0.3597674958
613	0.3597448984
614	0.3597249783
615	0.3597236646
616	0.3596938174
617	0.3596938115
618	0.3596769692
619	0.359672667
620	0.359632252
621	0.3596106034
622	0.3595805026
623	0.359552606
624	0.3595158998
625	0.3594872488
626	0.359468314
627	0.3594683064
628	0.3594367106
629	0.3593979532
630	0.3593588588
631	0.359336737
632	0.3593295562
633	0.3593169128
634	0.3593106263
635	0.3593106179
636	0.3592968045
637	0.3592665593
638	0.3592642226
639	0.359225595
640	0.3592253079
641	0.3592249016
642	0.3591979418
643	0.3591629421
644	0.3591409556
645	0.3590933922
646	0.3590571004
647	0.3590236668
648	0.359022869
649	0.3590206994
650	0.3589715074
651	0.3589463562
652	0.3589127
653	0.3588874356
654	0.3588864225
655	0.358886411
656	0.3588859384
657	0.3588842484
658	0.3588816458
659	0.3588405684
660	0.3587948497
661	0.358770766
662	0.358763816
663	0.3587375901
664	0.3587325455
665	0.3586830842
666	0.3586816947
667	0.3586541142
668	0.3586539887
669	0.3586447053
670	0.3586446932
671	0.3586296726
672	0.3586110137
673	0.3586025267
674	0.3585720592
675	0.3585557861
676	0.3585394055
677	0.3585230752
678	0.3585195453
679	0.3584985661
680	0.3584848486
681	0.3584636479
682	0.3584360378
683	0.3584222286
684	0.35839752
685	0.3583750816
686	0.3583264199
687	0.3583094388
688	0.3583094255
689	0.3583056467
690	0.3582810771
691	0.3582810641
692	0.3582755291
693	0.3582755165
694	0.3582453475
695	0.3582420411
696	0.3582420286
697	0.3582244166
698	0.3581917993
699	0.3581872956
700	0.3581637048
701	0.3581310505
702	0.3581252845
703	0.3580675658
704	0.3580334387
705	0.3580216789
706	0.3579232641
707	0.3579232484
708	0.3578930839
709	0.357863988
710	0.357826833
711	0.3577838139
712	0.3577798233
713	0.3577766685
714	0.3577592843
715	0.3577485747
716	0.357748558
717	0.3577129448
718	0.3576980167
719	0.357698
720	0.3576571272
721	0.3576571104
722	0.3576306189
723	0.3575956779
724	0.3575956607
725	0.3575742802
726	0.3575700726
727	0.3575611414
728	0.3575432183
729	0.3575432018
730	0.3574455
731	0.3574449203
732	0.3574070861
733	0.3573943874
734	0.357363693
735	0.357351365
736	0.357351292
737	0.357347249
738	0.3573355478
739	0.3573285702
740	0.357320902
741	0.3573208849
742	0.357314097
743	0.3572503574
744	0.357233817
745	0.357232814
746	0.3571952811
747	0.3571952635
748	0.3571856016
749	0.3571794111
750	0.3571079887
751	0.3570736917
752	0.3570519256
753	0.3570476831
754	0.3570337332
755	0.3570337151
756	0.3570331893
757	0.3570331719
758	0.3570313644
759	0.3570045942
760	0.3569484835
761	0.3569476092
762	0.3569471004
763	0.3569344516
764	0.3569282261
765	0.3569087314
766	0.356902404
767	0.356901457
768	0.3569011624
769	0.3568657921
770	0.3568655147
771	0.3568648172
772	0.3568580225
773	0.3568180881
774	0.3568141477
775	0.3567913554
776	0.3567774347
777	0.3567361708
778	0.3567176211
779	0.3566642353
780	0.3566642183
781	0.3566242064
782	0.3566155512
783	0.3565638785
784	0.3565535804
785	0.356553563
786	0.3565463531
787	0.3565381565
788	0.3565324958
789	0.356496317
790	0.356487188
791	0.356435943
792	0.3563961135
793	0.3563896177
794	0.35638444
795	0.3563819138
796	0.3563818967
797	0.3563747689
798	0.3563739209
799	0.3563470588
800	0.3563405842
801	0.3563219333
802	0.3563196043
803	0.3563094476
804	0.3562893667
805	0.3562727696
806	0.3562652926
807	0.3562650724
808	0.3562546064
809	0.3562268385
810	0.3562140088
811	0.3562139936
812	0.3561666751
813	0.3561203625
814	0.3561087639
815	0.3560778828
816	0.3560777653
817	0.356077749
818	0.3560743291
819	0.356072164
820	0.3560646612
821	0.3560637437
822	0.3560637287
823	0.3560387906
824	0.3560192804
825	0.3560110978
826	0.3560110831
827	0.3559814521
828	0.3559613631
829	0.3559143612
830	0.3558655691
831	0.3558655531
832	0.3558422335
833	0.355841909
834	0.355821435
835	0.3557930252
836	0.3557889404
837	0.3557885787
838	0.3557821
839	0.3557655085
840	0.35575506
841	0.3557546503
842	0.355712527
843	0.35569728
844	0.3556893806
845	0.3556873976
846	0.3556824686
847	0.3556772486
848	0.3556399882
849	0.3556347805
850	0.3556218049
851	0.3556210991
852	0.3556053315
853	0.3555883196
854	0.3555705106
855	0.3555065074
856	0.3554795173
857	0.3554588933
858	0.3554536057
859	0.3554253612
860	0.355425345
861	0.3554138938
862	0.3553974054
863	0.3553764412
864	0.3553744249
865	0.3553235161
866	0.3553234134
867	0.3553233983
868	0.3553230444
869	0.3553153126
870	0.3552764472
871	0.3552471255
872	0.3552470441
873	0.3552184343
874	0.3551800572
875	0.3550817752
876	0.355038455
877	0.3550384376
878	0.3550222029
879	0.3550124448
880	0.3550023119
881	0.354986875
882	0.3549868342
883	0.3549309087
884	0.3548701029
885	0.3548698372
886	0.3548672216
887	0.3548314376
888	0.3548132269
889	0.3547933909
890	0.3547734961
891	0.3547554015
892	0.3547366478
893	0.3547051265
894	0.3546688909
895	0.354643464
896	0.3546051204
897	0.354541538
898	0.3545208655
899	0.3545013722
